YEAR,DISTRICT ID,DESCRIPTION
2018,103901,Rural
2018,227814,Charter School Districts
2018,220815,Charter School Districts
2018,212909,Other Central City Suburban
2018,225906,Non-metropolitan Stable
2018,7901,Rural
2018,206903,Rural
2018,229906,Rural
2018,249904,Rural
2018,38901,Non-metropolitan Stable
2018,99902,Rural
2018,73901,Rural
2018,161920,Other Central City Suburban
2018,174901,Rural
2018,139905,Non-metropolitan Stable
2018,226901,Rural
2018,67902,Rural
2018,243906,Other Central City Suburban
2018,57841,Charter School Districts
2018,65901,Rural
2018,194904,Rural
2018,6902,Rural
2018,84910,Major Suburban
2018,126903,Other Central City Suburban
2018,146901,Other Central City Suburban
2018,18901,Non-metropolitan Stable
2018,71901,Major Suburban
2018,30902,Other Central City Suburban
2018,114902,Non-metropolitan Stable
2018,204901,Independent Town
2018,42901,Rural
2018,21901,Other Central City
2018,91902,Rural
2018,229901,Rural
2018,168901,Non-metropolitan Stable
2018,20907,Other Central City Suburban
2018,45902,Non-metropolitan Stable
2018,46902,Major Suburban
2018,47901,Non-metropolitan Stable
2018,130902,Independent Town
2018,116903,Non-metropolitan Stable
2018,43918,Non-metropolitan Fast Growing
2018,112908,Rural
2018,68802,Charter School Districts
2018,15838,Charter School Districts
2018,101842,Charter School Districts
2018,233903,Rural
2018,161921,Other Central City Suburban
2018,170902,Other Central City
2018,147901,Rural
2018,60902,Rural
2018,57922,Major Suburban
2018,50910,Other Central City Suburban
2018,178904,Other Central City
2018,178807,Charter School Districts
2018,187904,Rural
2018,175903,Other Central City Suburban
2018,95902,Rural
2018,142901,Other Central City Suburban
2018,246914,Rural
2018,109903,Rural
2018,129901,Major Suburban
2018,52901,Other Central City Suburban
2018,18908,Rural
2018,161901,Rural
2018,53001,Rural
2018,113901,Non-metropolitan Stable
2018,101906,Major Suburban
2018,54901,Rural
2018,30901,Rural
2018,107904,Rural
2018,184801,Charter School Districts
2018,78901,Rural
2018,220912,Major Suburban
2018,254901,Non-metropolitan Stable
2018,62901,Non-metropolitan Stable
2018,55901,Rural
2018,212801,Charter School Districts
2018,112905,Rural
2018,174902,Rural
2018,101907,Major Suburban
2018,163902,Rural
2018,172902,Non-metropolitan Stable
2018,56901,Non-metropolitan Stable
2018,57905,Major Urban
2018,20910,Rural
2018,20904,Rural
2018,148905,Rural
2018,58902,Rural
2018,175904,Rural
2018,146902,Independent Town
2018,47902,Rural
2018,249905,Independent Town
2018,101908,Major Suburban
2018,19901,Rural
2018,227910,Major Suburban
2018,115903,Rural
2018,91903,Other Central City Suburban
2018,61901,Other Central City
2018,251901,Non-metropolitan Stable
2018,57906,Major Suburban
2018,194905,Rural
2018,146903,Rural
2018,163901,Independent Town
2018,81906,Rural
2018,176903,Rural
2018,3905,Non-metropolitan Stable
2018,84901,Other Central City
2018,82902,Non-metropolitan Stable
2018,144903,Rural
2018,35901,Other Central City Suburban
2018,133905,Rural
2018,74904,Rural
2018,108902,Other Central City Suburban
2018,86024,Rural
2018,174911,Non-metropolitan Fast Growing
2018,178801,Charter School Districts
2018,101856,Charter School Districts
2018,105904,Major Suburban
2018,178905,Rural
2018,72902,Non-metropolitan Stable
2018,171901,Non-metropolitan Stable
2018,57907,Major Suburban
2018,220918,Major Suburban
2018,159901,Other Central City Suburban
2018,227909,Major Suburban
2018,25909,Non-metropolitan Stable
2018,241902,Other Central City Suburban
2018,15911,Major Suburban
2018,36903,Independent Town
2018,220811,Charter School Districts
2018,92801,Charter School Districts
2018,67903,Non-metropolitan Stable
2018,68901,Other Central City
2018,74905,Rural
2018,108903,Other Central City Suburban
2018,48901,Rural
2018,15905,Major Suburban
2018,234903,Non-metropolitan Stable
2018,108904,Other Central City
2018,120901,Non-metropolitan Stable
2018,57833,Charter School Districts
2018,123805,Charter School Districts
2018,241903,Independent Town
2018,71804,Charter School Districts
2018,71902,Major Urban
2018,71810,Charter School Districts
2018,15836,Charter School Districts
2018,243902,Rural
2018,11902,Non-metropolitan Stable
2018,1903,Non-metropolitan Stable
2018,102906,Rural
2018,70903,Other Central City Suburban
2018,49906,Rural
2018,72802,Charter School Districts
2018,101872,
2018,174910,Rural
2018,30906,Rural
2018,107905,Non-metropolitan Stable
2018,121906,Rural
2018,50901,Rural
2018,220904,Major Suburban
2018,57834,Charter School Districts
2018,101811,Charter School Districts
2018,108809,Charter School Districts
2018,210906,Rural
2018,143906,Rural
2018,71903,Non-metropolitan Stable
2018,81902,Non-metropolitan Stable
2018,128904,Rural
2018,60914,Rural
2018,43904,Non-metropolitan Stable
2018,185902,Rural
2018,75906,Rural
2018,70905,Major Suburban
2018,75901,Rural
2018,246902,Non-metropolitan Stable
2018,247901,Independent Town
2018,178914,Other Central City Suburban
2018,77901,Rural
2018,148902,Rural
2018,169910,Rural
2018,129902,Major Suburban
2018,114904,Rural
2018,79907,Major Suburban
2018,242906,Rural
2018,186902,Non-metropolitan Stable
2018,220809,Charter School Districts
2018,220905,Major Urban
2018,198903,Other Central City Suburban
2018,1904,Rural
2018,86901,Independent Town
2018,66903,Rural
2018,152907,Other Central City Suburban
2018,84911,Non-metropolitan Stable
2018,185903,Non-metropolitan Stable
2018,43905,Other Central City
2018,175905,Rural
2018,234909,Rural
2018,122901,Rural
2018,115901,Rural
2018,15914,Non-metropolitan Stable
2018,49901,Independent Town
2018,101910,Major Suburban
2018,84902,Other Central City
2018,120902,Rural
2018,57909,Major Suburban
2018,184911,Rural
2018,174903,Rural
2018,183904,Rural
2018,50902,Other Central City Suburban
2018,240801,Charter School Districts
2018,57831,Charter School Districts
2018,166902,Rural
2018,15802,Charter School Districts
2018,101804,Charter School Districts
2018,149901,Non-metropolitan Stable
2018,246904,Other Central City
2018,161925,Rural
2018,144901,Non-metropolitan Stable
2018,230902,Other Central City Suburban
2018,92901,Other Central City Suburban
2018,87901,Rural
2018,213901,Non-metropolitan Stable
2018,126911,Major Suburban
2018,169906,Rural
2018,57835,Charter School Districts
2018,167901,Rural
2018,88902,Non-metropolitan Stable
2018,89901,Non-metropolitan Stable
2018,187903,Rural
2018,246802,Charter School Districts
2018,101911,Major Suburban
2018,182901,Rural
2018,67904,Rural
2018,156905,Rural
2018,182902,Rural
2018,252901,Non-metropolitan Stable
2018,111901,Other Central City Suburban
2018,57910,Major Suburban
2018,234904,Non-metropolitan Stable
2018,238904,Rural
2018,126904,Non-metropolitan Stable
2018,90905,Rural
2018,246905,Rural
2018,226907,Other Central City Suburban
2018,113902,Rural
2018,220906,Major Suburban
2018,15835,Charter School Districts
2018,116905,Independent Town
2018,165902,Other Central City Suburban
2018,205902,Other Central City Suburban
2018,147902,Non-metropolitan Stable
2018,33901,Rural
2018,228901,Rural
2018,98901,Rural
2018,91917,Non-metropolitan Stable
2018,47903,Rural
2018,135001,Rural
2018,95903,Rural
2018,143901,Non-metropolitan Stable
2018,161924,Rural
2018,102904,Other Central City Suburban
2018,97902,Rural
2018,127903,Rural
2018,123914,Other Central City Suburban
2018,219901,Rural
2018,146904,Non-metropolitan Stable
2018,100905,Other Central City Suburban
2018,15904,Major Suburban
2018,102905,Rural
2018,31903,Other Central City Suburban
2018,230905,Independent Town
2018,101858,Charter School Districts
2018,101862,Charter School Districts
2018,71806,Charter School Districts
2018,15828,Charter School Districts
2018,161807,Charter School Districts
2018,101846,Charter School Districts
2018,227816,Charter School Districts
2018,86902,Rural
2018,101000,
2018,244901,Rural
2018,35902,Rural
2018,103902,Rural
2018,225907,Non-metropolitan Fast Growing
2018,104901,Rural
2018,250902,Rural
2018,127904,Rural
2018,105906,Major Suburban
2018,198905,Rural
2018,65902,Rural
2018,202903,Rural
2018,237902,Non-metropolitan Stable
2018,201902,Independent Town
2018,39902,Other Central City Suburban
2018,15833,Charter School Districts
2018,59901,Other Central City Suburban
2018,15815,Charter School Districts
2018,208901,Rural
2018,97903,Rural
2018,108905,Other Central City Suburban
2018,148903,Rural
2018,84903,Rural
2018,220819,Charter School Districts
2018,177905,Rural
2018,57911,Major Suburban
2018,188903,Rural
2018,109904,Independent Town
2018,84908,Other Central City Suburban
2018,14905,Rural
2018,5902,Other Central City Suburban
2018,163904,Non-metropolitan Stable
2018,74907,Rural
2018,19902,Non-metropolitan Stable
2018,108802,Charter School Districts
2018,101828,Charter School Districts
2018,101821,Charter School Districts
2018,101912,Major Urban
2018,91905,Other Central City Suburban
2018,19913,Rural
2018,109905,Rural
2018,72908,Rural
2018,3902,Non-metropolitan Stable
2018,101925,Non-metropolitan Stable
2018,34903,Independent Town
2018,146905,Rural
2018,101913,Major Suburban
2018,133902,Rural
2018,3904,Non-metropolitan Stable
2018,236902,Independent Town
2018,220916,Major Suburban
2018,246906,Other Central City Suburban
2018,152910,Other Central City Suburban
2018,108807,Charter School Districts
2018,43801,Charter School Districts
2018,120905,Non-metropolitan Stable
2018,205903,Other Central City Suburban
2018,133904,Non-metropolitan Stable
2018,15808,Charter School Districts
2018,57830,Charter School Districts
2018,57848,Charter School Districts
2018,93903,Rural
2018,243903,Other Central City Suburban
2018,208903,Rural
2018,186903,Rural
2018,18906,Rural
2018,118902,Rural
2018,57912,Major Suburban
2018,70907,Rural
2018,109907,Rural
2018,119902,Non-metropolitan Stable
2018,37904,Independent Town
2018,246907,Other Central City Suburban
2018,121904,Independent Town
2018,132902,Rural
2018,57819,Charter School Districts
2018,155901,Non-metropolitan Stable
2018,124901,Non-metropolitan Stable
2018,221911,Non-metropolitan Stable
2018,210902,Rural
2018,16901,Rural
2018,50909,Independent Town
2018,126905,Other Central City Suburban
2018,7902,Non-metropolitan Stable
2018,15822,Charter School Districts
2018,15916,Major Suburban
2018,134901,Rural
2018,102901,Rural
2018,128901,Non-metropolitan Stable
2018,105801,Charter School Districts
2018,101914,Major Suburban
2018,126801,Charter School Districts
2018,129903,Other Central City Suburban
2018,126906,Non-metropolitan Stable
2018,220907,Major Suburban
2018,242905,Rural
2018,129904,Other Central City Suburban
2018,131001,Rural
2018,128902,Non-metropolitan Fast Growing
2018,113906,Rural
2018,220914,Major Suburban
2018,175907,Rural
2018,248901,Other Central City Suburban
2018,133903,Independent Town
2018,105803,Charter School Districts
2018,92902,Other Central City Suburban
2018,14906,Other Central City
2018,137901,Independent Town
2018,227820,Charter School Districts
2018,57837,Charter School Districts
2018,101813,Charter School Districts
2018,15826,Charter School Districts
2018,121905,Non-metropolitan Stable
2018,101915,Major Suburban
2018,58905,Rural
2018,232901,Non-metropolitan Fast Growing
2018,138902,Rural
2018,18907,Rural
2018,100903,Non-metropolitan Stable
2018,219905,Rural
2018,61905,Other Central City Suburban
2018,57839,Charter School Districts
2018,71807,Charter School Districts
2018,31905,Non-metropolitan Stable
2018,125906,Rural
2018,75902,Independent Town
2018,108912,Other Central City
2018,101916,Major Suburban
2018,254902,Rural
2018,161906,Other Central City Suburban
2018,247903,Independent Town
2018,108914,Rural
2018,15913,Non-metropolitan Stable
2018,227912,Non-metropolitan Stable
2018,61912,Other Central City Suburban
2018,227913,Major Suburban
2018,220910,Major Suburban
2018,79901,Other Central City
2018,58906,Non-metropolitan Stable
2018,141901,Other Central City Suburban
2018,57913,Major Suburban
2018,201903,Rural
2018,107910,Rural
2018,240901,Other Central City Suburban
2018,245901,Rural
2018,113905,Rural
2018,185904,Rural
2018,61804,Charter School Districts
2018,193902,Rural
2018,246913,Major Suburban
2018,19914,Rural
2018,90902,Rural
2018,57846,Charter School Districts
2018,101874,
2018,187906,Rural
2018,145911,Rural
2018,74909,Non-metropolitan Stable
2018,110902,Non-metropolitan Stable
2018,201904,Rural
2018,61902,Major Suburban
2018,144902,Non-metropolitan Stable
2018,246908,Other Central City Suburban
2018,146906,Non-metropolitan Stable
2018,19908,Non-metropolitan Stable
2018,57807,Charter School Districts
2018,15825,Charter School Districts
2018,212903,Other Central City Suburban
2018,34905,Rural
2018,49907,Rural
2018,72909,Rural
2018,111902,Non-metropolitan Fast Growing
2018,181908,Independent Town
2018,61914,Other Central City Suburban
2018,140904,Non-metropolitan Stable
2018,187907,Independent Town
2018,150901,Non-metropolitan Stable
2018,28902,Other Central City Suburban
2018,77902,Rural
2018,160905,Rural
2018,141902,Rural
2018,178906,Non-metropolitan Fast Growing
2018,116906,Non-metropolitan Stable
2018,43802,Charter School Districts
2018,92903,Other Central City
2018,83902,Rural
2018,168902,Rural
2018,161907,Non-metropolitan Stable
2018,54902,Rural
2018,31906,Other Central City Suburban
2018,241906,Rural
2018,43919,Non-metropolitan Stable
2018,113903,Rural
2018,152901,Other Central City
2018,152906,Other Central City Suburban
2018,127905,Rural
2018,3903,Independent Town
2018,28903,Independent Town
2018,100907,Other Central City Suburban
2018,57805,Charter School Districts
2018,245902,Non-metropolitan Stable
2018,7904,Non-metropolitan Stable
2018,129905,Other Central City Suburban
2018,154901,Non-metropolitan Stable
2018,170906,Other Central City Suburban
2018,107906,Non-metropolitan Stable
2018,109908,Rural
2018,19910,Rural
2018,57844,Charter School Districts
2018,227907,Major Suburban
2018,220908,Major Suburban
2018,22902,Rural
2018,27904,Independent Town
2018,189901,Rural
2018,94904,Other Central City Suburban
2018,73903,Rural
2018,102902,Independent Town
2018,161908,Rural
2018,234905,Rural
2018,174909,Rural
2018,157901,Rural
2018,158904,Rural
2018,205904,Non-metropolitan Stable
2018,19903,Rural
2018,25905,Rural
2018,70915,Other Central City Suburban
2018,108906,Other Central City Suburban
2018,231901,Rural
2018,11905,Non-metropolitan Fast Growing
2018,161909,Non-metropolitan Stable
2018,43907,Other Central City Suburban
2018,90903,Rural
2018,34906,Rural
2018,162904,Rural
2018,223902,Rural
2018,130801,Charter School Districts
2018,10901,Non-metropolitan Fast Growing
2018,163908,Major Suburban
2018,43908,Non-metropolitan Fast Growing
2018,96904,Rural
2018,164901,Rural
2018,108907,Other Central City Suburban
2018,18902,Rural
2018,246801,Charter School Districts
2018,221904,Other Central City Suburban
2018,57914,Major Suburban
2018,147903,Non-metropolitan Stable
2018,101855,Charter School Districts
2018,62906,Rural
2018,197902,Rural
2018,165802,Charter School Districts
2018,165901,Other Central City
2018,70908,Other Central City
2018,108804,Charter School Districts
2018,39905,Rural
2018,161903,Other Central City Suburban
2018,166903,Rural
2018,175910,Rural
2018,200902,Rural
2018,70909,Rural
2018,112907,Non-metropolitan Fast Growing
2018,184904,Other Central City Suburban
2018,250903,Independent Town
2018,182903,Independent Town
2018,108908,Other Central City Suburban
2018,238902,Other Central City Suburban
2018,169908,Rural
2018,108915,Other Central City Suburban
2018,227826,Charter School Districts
2018,170903,Other Central City Suburban
2018,161910,Rural
2018,209902,Rural
2018,18903,Rural
2018,72910,Rural
2018,40901,Rural
2018,173901,Rural
2018,143902,Rural
2018,109910,Rural
2018,201907,Rural
2018,225902,Independent Town
2018,80901,Non-metropolitan Stable
2018,49902,Rural
2018,9901,Non-metropolitan Stable
2018,167902,Non-metropolitan Fast Growing
2018,198906,Rural
2018,138903,Rural
2018,107908,Rural
2018,174904,Independent Town
2018,163903,Non-metropolitan Stable
2018,94903,Other Central City Suburban
2018,93904,Other Central City Suburban
2018,35903,Rural
2018,1906,Rural
2018,123905,Other Central City Suburban
2018,79906,Other Central City Suburban
2018,19905,Non-metropolitan Stable
2018,46901,Other Central City
2018,170908,Other Central City Suburban
2018,152902,Rural
2018,230906,Other Central City Suburban
2018,15805,Charter School Districts
2018,153905,Non-metropolitan Fast Growing
2018,37908,Rural
2018,236901,Non-metropolitan Stable
2018,252902,Rural
2018,220817,Charter School Districts
2018,176902,Non-metropolitan Stable
2018,89903,Non-metropolitan Stable
2018,169902,Rural
2018,62902,Rural
2018,145906,Rural
2018,15910,Major Urban
2018,112906,Rural
2018,139911,Non-metropolitan Stable
2018,61802,Charter School Districts
2018,154903,Rural
2018,15915,Major Urban
2018,244905,Rural
2018,61911,Other Central City Suburban
2018,57809,Charter School Districts
2018,57827,Charter School Districts
2018,69902,Rural
2018,235904,Rural
2018,227804,Charter School Districts
2018,153903,Rural
2018,145907,Rural
2018,205905,Non-metropolitan Stable
2018,84802,Charter School Districts
2018,50904,Rural
2018,200906,Rural
2018,252903,Rural
2018,140905,Rural
2018,187910,Non-metropolitan Stable
2018,125903,Non-metropolitan Stable
2018,181905,Other Central City Suburban
2018,230903,Non-metropolitan Stable
2018,14804,Charter School Districts
2018,201908,Rural
2018,51901,Rural
2018,104907,Rural
2018,48903,Rural
2018,158905,Non-metropolitan Stable
2018,1907,Independent Town
2018,70910,Other Central City Suburban
2018,182906,Rural
2018,90904,Non-metropolitan Stable
2018,33902,Rural
2018,183801,Charter School Districts
2018,42905,Rural
2018,249906,Non-metropolitan Stable
2018,139909,Independent Town
2018,101917,Major Suburban
2018,71803,Charter School Districts
2018,63906,Rural
2018,13902,Non-metropolitan Fast Growing
2018,20908,Major Suburban
2018,82903,Non-metropolitan Stable
2018,184908,Other Central City Suburban
2018,195901,Non-metropolitan Stable
2018,57802,Charter School Districts
2018,109914,Rural
2018,119903,Rural
2018,179901,Non-metropolitan Stable
2018,95904,Rural
2018,39903,Rural
2018,13903,Rural
2018,172905,Rural
2018,227904,Major Suburban
2018,108909,Other Central City
2018,61903,Other Central City Suburban
2018,92904,Other Central City Suburban
2018,3801,Charter School Districts
2018,57850,Charter School Districts
2018,32902,Non-metropolitan Stable
2018,251902,Rural
2018,95905,Independent Town
2018,43910,Major Suburban
2018,19912,Non-metropolitan Stable
2018,7905,Independent Town
2018,117904,Rural
2018,31909,Other Central City Suburban
2018,61906,Other Central City Suburban
2018,184901,Rural
2018,15801,Charter School Districts
2018,178908,Rural
2018,123907,Other Central City Suburban
2018,123908,Other Central City Suburban
2018,15814,Charter School Districts
2018,85902,Rural
2018,7906,Non-metropolitan Stable
2018,247904,Rural
2018,91913,Other Central City Suburban
2018,28906,Rural
2018,169909,Rural
2018,139912,Non-metropolitan Stable
2018,72801,Charter School Districts
2018,125905,Rural
2018,189902,Non-metropolitan Stable
2018,167904,Rural
2018,43911,Non-metropolitan Fast Growing
2018,98903,Rural
2018,14803,Charter School Districts
2018,108910,Non-metropolitan Stable
2018,227824,Charter School Districts
2018,101853,Charter School Districts
2018,43912,Other Central City Suburban
2018,99903,Rural
2018,34907,Non-metropolitan Stable
2018,116908,Other Central City Suburban
2018,250904,Non-metropolitan Stable
2018,190903,Non-metropolitan Stable
2018,54903,Rural
2018,66005,Rural
2018,234801,Charter School Districts
2018,15906,Non-metropolitan Fast Growing
2018,67907,Rural
2018,231902,Rural
2018,161802,Charter School Districts
2018,101806,Charter School Districts
2018,236801,Charter School Districts
2018,245903,Other Central City Suburban
2018,192901,Rural
2018,19911,Rural
2018,70911,Other Central City Suburban
2018,19906,Non-metropolitan Stable
2018,196903,Rural
2018,137902,Rural
2018,45903,Non-metropolitan Stable
2018,175911,Independent Town
2018,14801,Charter School Districts
2018,93905,Rural
2018,57916,Major Suburban
2018,57840,Charter School Districts
2018,206902,Rural
2018,161912,Rural
2018,214901,Other Central City Suburban
2018,31911,Non-metropolitan Stable
2018,126907,Rural
2018,152802,Charter School Districts
2018,67908,Rural
2018,188902,Other Central City Suburban
2018,194903,Rural
2018,137903,Rural
2018,41902,Rural
2018,161922,Other Central City Suburban
2018,178909,Non-metropolitan Stable
2018,76903,Non-metropolitan Fast Growing
2018,160904,Rural
2018,166904,Independent Town
2018,69901,Rural
2018,199901,Other Central City
2018,14907,Rural
2018,214903,Independent Town
2018,152908,Other Central City Suburban
2018,110905,Non-metropolitan Fast Growing
2018,177901,Non-metropolitan Fast Growing
2018,73905,Rural
2018,76904,Rural
2018,246909,Major Suburban
2018,75908,Rural
2018,139908,Rural
2018,237905,Other Central City Suburban
2018,199902,Other Central City Suburban
2018,104903,Rural
2018,128903,Rural
2018,37907,Non-metropolitan Stable
2018,91914,Other Central City Suburban
2018,232902,Rural
2018,92906,Other Central City Suburban
2018,123913,Rural
2018,169911,Rural
2018,14908,Other Central City Suburban
2018,112909,Rural
2018,236802,Charter School Districts
2018,74917,Rural
2018,226903,Other Central City
2018,15907,Major Urban
2018,203901,Rural
2018,31912,Other Central City Suburban
2018,66902,Non-metropolitan Stable
2018,71904,Major Suburban
2018,233901,Independent Town
2018,214902,Rural
2018,105902,Other Central City
2018,245904,Rural
2018,206901,Rural
2018,22903,Rural
2018,58909,Rural
2018,117903,Rural
2018,61908,Other Central City Suburban
2018,42903,Rural
2018,84909,Other Central City Suburban
2018,137904,Non-metropolitan Fast Growing
2018,31913,Rural
2018,31914,Non-metropolitan Stable
2018,182904,Rural
2018,74911,Rural
2018,94902,Other Central City
2018,207901,Rural
2018,15806,Charter School Districts
2018,15827,Charter School Districts
2018,15831,Charter School Districts
2018,75903,Rural
2018,129910,Other Central City Suburban
2018,83901,Rural
2018,8902,Other Central City Suburban
2018,178808,Charter School Districts
2018,94901,Other Central City Suburban
2018,83903,Non-metropolitan Stable
2018,101802,Charter School Districts
2018,12901,Rural
2018,152909,Other Central City Suburban
2018,242902,Rural
2018,108911,Other Central City Suburban
2018,210903,Rural
2018,101924,Major Suburban
2018,204904,Independent Town
2018,91906,Other Central City
2018,143903,Rural
2018,47905,Rural
2018,115902,Rural
2018,100904,Independent Town
2018,23902,Rural
2018,19909,Rural
2018,205906,Independent Town
2018,49909,Rural
2018,13905,Rural
2018,152903,Non-metropolitan Stable
2018,249908,Rural
2018,1909,Rural
2018,11904,Non-metropolitan Stable
2018,110906,Rural
2018,26903,Rural
2018,208902,Non-metropolitan Stable
2018,71909,Major Urban
2018,15909,Non-metropolitan Stable
2018,26902,Rural
2018,218901,Rural
2018,152803,Charter School Districts
2018,15908,Major Suburban
2018,31916,Non-metropolitan Fast Growing
2018,85903,Rural
2018,15917,Major Suburban
2018,15912,Major Suburban
2018,15807,Charter School Districts
2018,101838,Charter School Districts
2018,98904,Rural
2018,170907,Other Central City Suburban
2018,101920,Major Suburban
2018,117907,Rural
2018,92907,Other Central City Suburban
2018,101919,Major Suburban
2018,140907,Rural
2018,184902,Other Central City Suburban
2018,63903,Rural
2018,229905,Rural
2018,57836,Charter School Districts
2018,13801,Charter School Districts
2018,79910,Major Suburban
2018,127906,Rural
2018,156902,Other Central City Suburban
2018,101859,Charter School Districts
2018,174801,Charter School Districts
2018,72903,Independent Town
2018,216901,Rural
2018,247906,Rural
2018,211902,Rural
2018,182905,Rural
2018,140908,Rural
2018,112910,Rural
2018,112901,Independent Town
2018,110907,Rural
2018,57919,Non-metropolitan Fast Growing
2018,171902,Rural
2018,20906,Other Central City Suburban
2018,143905,Rural
2018,177902,Non-metropolitan Stable
2018,205907,Other Central City Suburban
2018,153904,Rural
2018,146907,Non-metropolitan Stable
2018,201910,Other Central City Suburban
2018,246911,Other Central City Suburban
2018,81904,Non-metropolitan Stable
2018,123803,Charter School Districts
2018,14909,Other Central City Suburban
2018,210904,Rural
2018,22004,Rural
2018,222901,Rural
2018,129906,Other Central City
2018,57804,Charter School Districts
2018,19907,Independent Town
2018,84906,Other Central City Suburban
2018,221801,Charter School Districts
2018,227805,Charter School Districts
2018,227622,
2018,226801,Charter School Districts
2018,105802,Charter School Districts
2018,227905,
2018,227906,
2018,220814,Charter School Districts
2018,170801,Charter School Districts
2018,211901,Rural
2018,56902,Rural
2018,227828,Charter School Districts
2018,227827,Charter School Districts
2018,101864,Charter School Districts
2018,101868,Charter School Districts
2018,101861,Charter School Districts
2018,101814,Charter School Districts
2018,166905,Rural
2018,246912,Rural
2018,149902,Rural
2018,72901,Rural
2018,224901,Rural
2018,158902,Non-metropolitan Fast Growing
2018,210905,Rural
2018,91907,Non-metropolitan Fast Growing
2018,111903,Independent Town
2018,91918,Rural
2018,101921,Major Suburban
2018,71908,Non-metropolitan Stable
2018,220801,Charter School Districts
2018,221905,Rural
2018,74912,Rural
2018,107907,Rural
2018,57813,Charter School Districts
2018,46802,Charter School Districts
2018,57849,Charter School Districts
2018,228903,Non-metropolitan Stable
2018,61805,Charter School Districts
2018,212904,Non-metropolitan Stable
2018,14910,Non-metropolitan Stable
2018,219903,Non-metropolitan Stable
2018,178912,Other Central City Suburban
2018,96905,Rural
2018,101840,Charter School Districts
2018,212905,Other Central City
2018,57845,Charter School Districts
2018,230908,Rural
2018,230904,Non-metropolitan Fast Growing
2018,240903,Other Central City
2018,57808,Charter School Districts
2018,101807,Charter School Districts
2018,227819,Charter School Districts
2018,227806,Charter School Districts
2018,57803,Charter School Districts
2018,212804,Charter School Districts
2018,232904,Rural
2018,68803,Charter School Districts
2018,232903,Independent Town
2018,122902,Rural
2018,18904,Rural
2018,49903,Rural
2018,108916,Other Central City Suburban
2018,227829,
2018,91908,Other Central City Suburban
2018,234906,Other Central City Suburban
2018,158906,Non-metropolitan Stable
2018,108808,Charter School Districts
2018,180902,Rural
2018,126908,Other Central City Suburban
2018,226908,Rural
2018,244903,Non-metropolitan Stable
2018,235902,Independent Town
2018,181907,Other Central City Suburban
2018,57847,Charter School Districts
2018,71809,Charter School Districts
2018,143904,Rural
2018,161801,Charter School Districts
2018,161914,Other Central City
2018,89905,Rural
2018,59902,Rural
2018,226906,Other Central City Suburban
2018,237904,Independent Town
2018,49908,Rural
2018,18905,Rural
2018,229904,Non-metropolitan Stable
2018,102903,Non-metropolitan Stable
2018,226905,Non-metropolitan Fast Growing
2018,70801,Charter School Districts
2018,70912,Other Central City
2018,227803,Charter School Districts
2018,184903,Other Central City
2018,240904,Rural
2018,45905,Rural
2018,44902,Rural
2018,223904,Non-metropolitan Fast Growing
2018,37909,Rural
2018,108913,Other Central City Suburban
2018,100908,Rural
2018,161916,Non-metropolitan Stable
2018,181906,Non-metropolitan Stable
2018,178915,Other Central City Suburban
2018,201914,Non-metropolitan Stable
2018,202905,Rural
2018,168903,Rural
2018,62905,Rural
2018,220810,Charter School Districts
2018,73904,Rural
2018,1908,Non-metropolitan Stable
2018,241904,Non-metropolitan Stable
2018,242903,Rural
2018,33904,Rural
2018,92908,Other Central City Suburban
2018,220920,Major Suburban
2018,40902,Rural
2018,212906,Other Central City Suburban
2018,91909,Other Central City Suburban
2018,91910,Rural
2018,110908,Rural
2018,109911,Independent Town
2018,243905,Other Central City
2018,180904,Rural
2018,170904,Other Central City Suburban
2018,234907,Other Central City Suburban
2018,153907,Rural
2018,105905,Other Central City Suburban
2018,236903,
2018,5904,Rural
2018,225905,Rural
2018,57828,Charter School Districts
2018,248902,Rural
2018,250907,Independent Town
2018,212910,Other Central City Suburban
2018,200904,Rural
2018,174906,Rural
2018,116909,Rural
2018,196902,Rural
2018,224902,Rural
2018,229903,Non-metropolitan Stable
2018,81905,Rural
2018,43914,Other Central City Suburban
2018,221912,Other Central City Suburban
2018,250905,Rural
2018,101873,
2018,101845,Charter School Districts
2018,62903,Non-metropolitan Stable
2018,62904,Rural
2018,71905,Major Urban
2018,253901,Other Central City Suburban
2018,3906,Rural
2018,25906,Rural
